label,m1m,m1s,m2m,m2s,m3m,m3s,m4m,m4s,m5m,m5s,m6m,m6s,m7m,m7s,m8m,m8s,m9m,m9s,m10m,m10s,m11m,m11s,m12m,m12s,centm,cents,rollm,rolls,tonnm,tonns,zcrm,zcrs,tempom,onsetm,pitchm,sam,sbm,kurtosis,meauto,skew,timerev
class_1,-0.130703997702,0.0604688589306,-0.0351649279924,-0.00670756753978,0.0798024513441,-0.0504318762295,0.0520791987478,-0.0588408047726,0.0778519697784,0.0328920912133,0.049544343259,0.0584787395611,0.062654790137,0.110234104893,0.165886538439,0.0324815518976,0.191637051047,-0.0784037694886,0.123463972373,-0.0426126661613,0.0905983110715,0.303361968275,0.0211974098735,0.0381543248886,-0.12119600793,-0.0824492866031,-0.166737822768,0.00585244172759,0.029809774234,-0.0754012331125,-0.115572462761,-0.171907930552,-0.0363546525187,-0.073733685,-0.0505405405405,-0.0553776254687,-0.0599676651377,-0.0124548588356,-0.0761729352384,0.000376507158458,0.00383513117075
class_7,-0.372874837988,-0.224314236124,0.0100074790488,-0.223274413284,-0.268200113645,-0.216043590171,-0.0496255932676,-0.224971215348,-0.183115074753,-0.135483584048,-0.047936015888,-0.161836487294,-0.133646422512,-0.125434661588,-0.119055215332,-0.179931665972,-0.110128822604,-0.130288688049,0.0115452675853,-0.115503326202,-0.200452579068,-0.126955982739,-0.054837023685,-0.159983256197,-0.184898099199,-0.232105332792,-0.249694057836,-0.224222341468,-0.030539397676,-0.112677539905,-0.144148100314,-0.203462547328,-0.134910422775,0.131986315,-0.0505405405405,-0.0553573025373,-0.0599676651377,-0.0148655332732,0.0370652203343,0.00107338418016,0.00232753533062
class_4,0.0693685088885,0.174626317993,-0.0601595433318,0.374831131275,0.113350429065,0.310710962783,0.110972013824,0.3948868764,0.205258428181,0.086867903556,0.0129225699705,0.289249471954,-0.0176635129838,0.228348666862,-0.115025852848,0.289582354096,-0.127547413107,0.223099565448,-0.0216204230796,0.0968337871469,0.130728590747,0.239324144274,-0.0631220041853,0.171813550554,0.00924012672005,0.156105528366,0.0721072283358,0.206873539645,-0.105564107784,0.326645309221,-0.108960056883,0.123215570686,0.0842060484408,-0.082305685,-0.0505405405405,-0.00676517360864,-0.0599560234231,-0.0145957715136,-0.204233028455,-0.00134791469813,0.00122383427026
class_9,0.193660500776,0.446733590497,0.309316284437,0.127523725677,0.213188606445,0.429637713635,0.183193202839,0.220835628876,0.192423983368,0.126977749069,0.0271201008347,0.264652875654,0.114531838297,0.00535203633167,0.17039064759,0.0273739788534,0.0481946380599,0.0576874202856,-0.0360905114939,0.0565899185914,0.0379316309897,0.102526874764,0.0850921116713,0.00347715036276,-0.350560852834,0.164689695517,-0.446431148478,0.14067232701,-0.129837871676,0.391684330276,-0.25945506661,0.100829547531,-0.059675548041,-0.153733685,-0.0505405405405,0.633407164849,-0.0600142319961,-0.0144154530795,0.234572649026,-0.00147020549063,0.0117061956079
class_1,0.0592187575955,0.0651598659094,-0.337743690891,-0.1545959052,-0.0853439108364,0.0772464874569,-0.0418393431901,0.104499347753,0.017546093616,0.134620940541,0.0430376092522,-0.0539511308578,0.070861258521,0.111772341049,0.204504586791,0.013101231509,0.0275004559972,0.135596690503,0.15840254167,-0.103944972791,0.444440440391,-0.017260784876,-0.0730834804528,0.0554526402855,-0.248366963383,-0.188346325997,-0.366780242958,-0.173967066989,0.0199000806393,0.0230945111169,-0.208524475109,-0.2199758796,-0.0363546525187,0.046266315,-0.0505405405405,-0.0553573025373,-0.0599676651377,-0.014017141337,-0.0534041825045,0.00319773343293,0.00353734365036
class_7,-0.348393614442,-0.219917680044,-0.0662001534628,-0.225772935249,-0.248375164089,-0.193321124701,-0.0612305774595,-0.213800472272,-0.232096440787,-0.12468842158,-0.0857025703213,-0.139313032682,-0.167702920625,-0.124130823323,-0.0829305843573,-0.172630927557,-0.128812182087,-0.119290716192,-0.0268724612011,-0.124803196409,-0.248746898448,-0.132970894124,-0.0841721325977,-0.125869887796,-0.164980506103,-0.229404559448,-0.221421108674,-0.214182908976,-0.00527240796991,-0.0876380472968,-0.133266926085,-0.207107439055,-0.0363546525187,0.096266315,-0.0505405405405,-0.0553573025373,-0.0599560234231,-0.0151760491035,0.0380848743156,0.00155790111125,0.00270688891953
class_3,-0.160450441336,-0.20527307795,-0.168234576129,-0.192122574095,-0.176511820269,-0.204061019365,-0.104749268179,-0.171283025067,-0.137668328548,-0.132953890587,-0.120522996808,-0.155441372256,-0.139647445728,-0.129855259303,-0.129667199693,-0.162690540441,-0.10153159549,-0.101999228121,-0.0639490486393,-0.0997455435641,-0.188407745841,-0.188105250458,-0.0852755283934,-0.143205377223,0.00706334058929,-0.16839623564,0.0544177936548,-0.162188922873,-0.057669891155,-0.125138342018,-0.0239864562861,-0.114096941673,0.0175749183769,0.131986315,-0.0505405405405,-0.0553877869344,-0.0600025902815,-0.0151086604148,0.00905490312533,0.00115704892898,0.00355635874008
class_6,0.38971937519,0.0242109834516,0.379590021,0.0638782484641,0.369137602104,-0.0145529075978,0.313625290125,-0.0798616119405,0.293456915958,-0.0131023353445,0.164067351115,-0.146906743762,0.153990640028,-0.00411177849399,0.0810189887696,-0.218412641366,0.130700801807,-0.11802225556,0.0363403071994,-0.0378416700074,0.15685294287,-0.262116636825,0.02531849805,-0.221277036362,-0.202203548939,0.534335270642,-0.229334519807,0.594062303291,0.0420666147152,-0.123063506472,-0.178549351147,0.376446302196,0.646864297375,0.096266315,-0.0505405405405,-0.0552861722775,0.641329221868,-0.00344281846889,-0.0944543054361,-0.0168924332111,0.00694029022459
class_7,0.0225789168054,-0.216353958127,-0.382269938664,-0.182999884328,-0.224655728252,-0.186972900406,-0.178693846941,-0.203406599187,-0.155661716864,-0.122573579809,-0.199605488391,-0.106950939551,-0.152880116736,-0.105631702315,0.0578736923522,-0.183410310821,-0.403042914372,-0.119102537967,0.208748161144,-0.117214057768,-0.555559559609,-0.0831450467904,0.108660550747,-0.120262804904,0.150093737853,-0.0933860014504,0.272892540183,-0.192007362328,-0.0960127469203,-0.075813842454,0.0966606555154,-0.118930180831,-0.118352586954,-0.115271685,-0.0505405405405,-0.0553979484001,-0.0600025902815,-0.0152402016171,-0.0626655367136,0.000950898695854,0.00327115417238
class_5,0.175211731836,0.37123002894,0.0493742429657,-0.0422061152096,0.103412774419,0.135017708135,0.206080810551,-0.095369879132,0.286792613331,0.0016880292741,0.147880482428,0.275350442934,0.170134899649,0.0262757105186,0.0369369653116,0.0369512916125,0.137442820955,-0.117691201274,0.0548717114939,-0.0461690825954,0.242722542459,-0.17312392466,0.0050267164463,0.204997568199,0.0240578208816,0.0806093979219,0.110188500683,0.134187025632,0.0791783044044,-0.0640957371561,-0.0359222674023,0.0858930066928,-0.298535655983,-0.153733685,-0.0505405405405,-0.0553776254687,-0.0586870765326,-0.0113390166934,0.117035656402,0.00626960513103,0.00323267909082
class_8,-0.142036812908,-0.144535362976,0.0257502684988,-0.154061242064,-0.207608957486,-0.0811206889714,-0.297235784824,-0.0924210101252,-0.0809085111129,-0.116810748717,-0.00598876560746,-0.121720609996,-0.19819199019,-0.101548051568,-0.0735074614019,-0.108406017712,-0.195364645985,-0.0913253409859,-0.125402717258,-0.043636723572,-0.198124102955,-0.104742775112,0.169342563493,-0.0409334244097,0.0957829238902,-0.199092731478,0.136824934889,-0.116127011722,0.0404721497794,-0.058378150567,0.101582294321,-0.146727177271,-0.100403826293,-0.153733685,-0.0505405405405,-0.0554081098658,-0.0599909485669,-0.0151432302169,-0.0112077030258,0.000992060275859,0.00262824903372
class_9,0.0917881557146,0.607368103318,0.0718429629829,0.647098051564,0.327199692302,-0.0208191681473,0.0972964822392,0.467038676796,0.136053088503,0.187875271683,0.0474371603185,0.141747978589,0.0526784347216,0.236808965719,0.365465649585,0.571750006133,0.309864133113,0.260560971488,0.0579377351475,0.080730682824,0.093743191155,-0.0418939452223,-0.10669900409,0.116281745073,-0.331367818549,0.0943886058543,-0.453612434499,0.0659402699094,0.113557899882,0.464999115837,-0.231301283811,0.0643806302657,-0.150239747135,0.012932315,-0.0505405405405,0.392905594903,-0.0598861731356,-0.0150660174253,-0.146025266415,0.00139281868158,-0.0702022464801
class_2,-0.113479289939,-0.236681173906,-0.229394529919,-0.229692941418,-0.112185650329,-0.213611117721,-0.230941072779,-0.206996385936,-0.0811487279944,-0.153062924434,-0.191987643273,-0.141339323711,-0.136024708211,-0.166135657779,-0.173730871599,-0.207746105537,-0.13475179337,-0.160721288881,-0.135399272546,-0.137441176237,-0.223651100342,-0.18920332149,-0.11009717778,-0.145187992169,0.126460059862,-0.16108349702,0.238773356675,-0.184306357501,-0.0503701635689,-0.145344410912,0.0956897199688,-0.136849332811,-0.0107433119003,-0.094909685,-0.0505405405405,-0.0554081098658,-0.0600025902815,-0.0151776016395,-0.0141113034904,0.00453116952027,0.00349660139914
class_2,-0.00476040173805,-0.155317462093,-0.12970977732,-0.0560353828754,-0.107947039183,-0.160839685524,-0.0493280295704,-0.143021142193,-0.0091866136283,-0.127660022276,-0.122234556853,-0.100145881241,-0.100848203461,-0.122380164079,-0.0975898838068,-0.1295133945,-0.0400382075102,-0.0879555568333,-0.024603543989,-0.0851547100687,-0.0943775561421,-0.146378551246,-0.0635690697232,-0.121124003271,0.306558015238,-0.0590817259278,0.319113321124,-0.149471688521,-0.145558322003,-0.140381309976,0.319992571506,-0.00180515493843,0.123768281916,-0.107221685,0.517027027027,-0.0554589171942,-0.0600607988545,0.000187528270199,-0.00989542645218,-0.000909026631725,0.00387034732084
class_3,-0.170992595016,-0.249522985934,-0.223735741174,-0.223061062129,-0.10813169155,-0.24377906408,-0.224047513793,-0.212311471457,-0.103065658709,-0.161641786838,-0.126190785809,-0.165182405235,-0.149589233037,-0.173680339877,-0.149674380735,-0.160963484042,-0.0845932970046,-0.151570251462,-0.139323948169,-0.138235019191,-0.157160171337,-0.196679996223,-0.0940694026443,-0.189443675149,-0.021810172588,-0.174008337372,0.031108222088,-0.157811925563,0.0678261190666,-0.100605769457,-0.061350734563,-0.134063996737,-0.212510702625,0.046266315,-0.0505405405405,-0.0553573025373,-0.0600025902815,-0.0151683209241,-0.0066675277539,0.000921291344616,0.00314115686407
class_2,-0.100629575954,-0.255523144707,-0.0673260370367,-0.229446173817,-0.191720460657,-0.213262110804,-0.0959959360858,-0.20034443664,-0.115168013978,-0.144860585031,-0.149801896921,-0.150572807877,-0.159102375831,-0.16318004688,-0.197348521005,-0.199763376101,-0.0945193320339,-0.142837387877,-0.137022880308,-0.115122281584,-0.210571388843,-0.190350351103,-0.153600459431,-0.162944787272,0.241689788541,-0.237624304409,0.232087331759,-0.246511787674,-0.047397718353,-0.1389430717,0.293308584242,-0.152791037089,-0.0809142207489,0.846266315,0.165675675676,-0.0554792401256,-0.0600840822836,-0.0152540804266,-0.000799992269635,0.000855227952151,0.00340647089343
class_2,-0.065243080101,-0.245428097688,-0.346065439046,-0.22317159345,-0.081214412453,-0.201906166053,-0.230023584713,-0.184230858247,-0.127647852919,-0.147417334037,-0.121042076494,-0.142670663288,-0.154373458919,-0.165414151773,-0.1160232198,-0.16048756225,-0.0978333469549,-0.108024416125,-0.0835035325066,-0.108954121831,-0.19953268727,-0.193385783127,-0.0800248863312,-0.141067870486,0.0985661004431,-0.148041231739,0.24977676644,-0.182823338763,0.0429824557026,-0.109494553557,0.00214510213238,-0.166069527954,-0.0107433119003,-0.120947685,0.00351351351351,-0.0553877869344,-0.0600142319961,-0.013218534056,0.00484128863297,-0.0172039401054,0.00323317766341
class_5,0.12781303754,-0.0933817361056,-0.0669344253588,-0.117678443822,-0.125489014024,-0.0344621657994,0.165909711425,-0.124975099698,0.109938081811,-0.130654169259,-0.0911318632506,-0.05756253587,0.0604617894871,-0.0796648110167,-0.143909599757,0.00471617643451,0.152385233942,-0.0585753601522,-0.170859141647,0.0410544119807,0.1711523734,0.00259541677741,0.145602907828,-0.060251528782,0.329305430304,-0.00206180053716,0.325616314762,-0.150217846852,0.16898809684,-0.0416026336265,0.298531547872,-0.0107623824158,0.0842060484408,-0.076809685,0.0845945945946,-0.0554487557285,-0.0600025902815,-0.00472193564971,-0.0684048612682,0.00323160169553,0.00326988433144
class_1,0.171902666931,0.246088396614,0.00758927693799,0.252758283423,0.0508875693705,0.263145550426,-0.110799730023,0.473415484637,0.193579312179,0.0184624671952,0.0480628617775,0.261021949534,0.193153538772,0.279256958687,0.309812573705,0.0823601182445,-0.0427118330745,0.152323643897,0.0383336474222,0.136486242702,0.289200075539,0.442593178671,0.124410098925,0.117186313142,-0.139092299619,0.0801477964807,-0.164035419782,0.184209852033,0.113222806707,0.10302283498,-0.142222969489,0.0319617608115,0.0175749183769,-0.053733685,-0.0505405405405,-0.0553573025373,-0.0558348564577,-0.0127676948447,0.227845346132,-0.00582724593177,0.0064394745639
class_10,0.0633184840266,-0.18909271234,-0.111010319702,-0.143869226024,-0.0273714609695,-0.134833382247,-0.0973101757486,-0.108049044774,-0.00799696811979,-0.0948867387246,-0.0260084064604,-0.081983442196,-0.00275774564096,-0.115736448872,0.0123119752852,-0.0744193140839,-0.0016596733614,-0.0686115321889,0.0031493553106,-0.0520038283076,-0.0511253936778,-0.0762278986977,0.111086119091,-0.0458589834142,0.354960409702,-0.0314544747603,0.358142049498,-0.134260286292,-0.0340156880258,-0.151792905477,0.40602080899,-0.0668260778382,-0.118352586954,-0.112917685,0.273783783784,-0.0554284327971,-0.0600375154253,0.104550724929,0.0015379717408,-0.176591634366,0.00328050035917
class_5,0.0903942487281,-0.0285159349899,-0.173002448307,0.0271972727039,0.060405559547,0.0617262556317,0.0884811577088,-0.0440640901558,0.0764449851866,-0.0372809740898,-0.0136907858095,0.38466864871,0.217168693429,0.141365074714,-0.0215466379757,0.265639072198,-0.0614432217588,-0.0370428924387,0.0213466225055,0.0709227531267,0.402970568285,0.219544877534,-0.01880068772,0.238008107036,0.0730666057685,0.0365831481866,0.198915604278,0.0425095036397,0.0174083374316,-0.046907610874,-0.0512228723956,-0.0953933864473,-0.134910422775,-0.048469685,-0.0505405405405,-0.0553877869344,-0.0600258737107,-0.0100063370197,0.101660903397,0.00967569776782,0.00329080409082
class_7,-0.292051659774,-0.143063108478,-0.00692972601868,-0.1406638177,-0.314061046912,-0.194116966231,-0.181619889963,-0.143354548897,-0.189040424498,-0.0850362657035,-0.064083602869,-0.116485048783,-0.172459492022,-0.10453662467,-0.148178330308,-0.132638777813,-0.134223472151,-0.124831519504,-0.15335770635,-0.120647428544,-0.15882747522,-0.107442491152,-0.024748086179,-0.07719049522,-0.12343498795,-0.144137865166,-0.15378566822,-0.104158260182,0.0478646909428,-0.0817672058095,-0.113948656761,-0.141334992088,-0.177725088286,-0.113733685,-0.0505405405405,-0.055367464003,-0.0599676651377,-0.0150752636398,0.00339325931038,0.00034758731267,0.00348773108919
class_6,0.331873992273,0.106368557984,0.281169195091,0.300158226872,0.322175469269,0.0851255830002,0.242736938504,0.158977355858,0.282577379005,-0.0359056505506,0.156994118792,0.0710151952306,0.129712767765,0.0586262818635,0.124541688841,-0.0585127321345,0.127122626277,0.0881688080652,0.0303556935814,-0.00766769932404,0.137246599067,0.144806106534,0.0298257747551,-0.0379471106485,-0.0675226813341,0.748048639632,-0.0957647531285,0.734019291098,-0.0165787892047,-0.177103541367,0.0129760555576,0.764561512715,0.646864297375,-0.153733685,-0.0505405405405,-0.0554284327971,0.54729909311,-0.0036524108323,-0.0367744707528,0.0108146448502,0.00236789014302
class_4,-0.0948723886939,0.110944094022,0.070550644446,0.0567579749634,-0.112546561773,0.27012568876,-0.201432672804,0.123662140859,-0.156130711728,0.0599025436722,-0.018278327897,0.114886933741,0.166389804863,0.136896864928,-0.171297296238,0.406403981552,0.188228578696,0.247005169674,-0.3127123969,0.394643971358,0.151212281353,0.279001577166,0.245866866736,0.148028366883,-0.0289469214025,-0.0865956013027,-0.0275371526578,-0.124292912705,-0.16964645874,0.191038301936,-0.0641965801306,-0.029015023201,-0.118352586954,0.012932315,0.00351351351351,-0.0473500675737,-0.0599909485669,-0.0149516472714,-0.00221031249529,0.00149061075478,0.00181406673356
class_2,-0.167712813871,-0.218728329352,-0.256445106567,-0.194340912012,-0.019817500512,-0.193828771125,-0.222956446903,-0.167026424909,-0.0715400527333,-0.141320817889,-0.146434893554,-0.129974134532,-0.194140608157,-0.158074567829,-0.184063593214,-0.194763744082,-0.187279730356,-0.139401392867,-0.175337267723,-0.129284439884,-0.249005618016,-0.198659321714,-0.0878057290973,-0.138732102253,0.0560254800591,-0.135812842683,0.17537993525,-0.128651314168,-0.0520480401871,-0.115483283427,-0.0138585941188,-0.180376667385,0.0490164828758,-0.110255685,0.00351351351351,-0.0554081098658,-0.0599909485669,-0.0151195367921,-0.0182517623346,0.000294959683063,0.00328715910713
class_7,-0.409655240827,-0.0938436198697,-0.323665251072,-0.21406946765,0.039531448816,-0.141012391068,-0.222981243878,-0.106848133246,-0.0578820071836,-0.120052904864,-0.125292918245,-0.132457219491,-0.203930295799,-0.0681170524465,0.0804754237812,-0.091150172951,-0.297170543971,-0.0376318205895,-0.0253958278333,-0.0876910383069,-0.0269897326349,-0.133747237337,-0.155355429468,-0.0841544302151,-0.261692004198,-0.171044370224,-0.378149715279,-0.113035452284,0.125864739158,-0.0847379930682,-0.179520286694,-0.221966948676,-0.059675548041,-0.070399685,-0.0505405405405,-0.0553369796059,-0.0599443817085,-0.0149416679148,0.00900889802706,0.000854619540248,0.00327662525721
class_5,0.0124467357685,-0.0493007043727,0.124230815189,-0.0775350101535,-0.0165273310683,-0.0111950380206,0.207878591222,-0.0935895520697,0.0660470258862,-0.0156049732601,0.207092042473,-0.111483740869,0.0475872440577,0.220327864049,0.130843053239,-0.108666057454,0.185026631912,-0.108334561719,0.197125701619,-0.125033410865,0.182557881827,-0.0168201576466,0.0634617492628,0.0921372124434,0.137950380938,-0.169829629589,0.158616423504,-0.202604670207,-0.0246137931824,-0.10686564261,0.13472802505,-0.119714584076,-0.298535655983,0.096266315,0.0845945945946,-0.0545748696792,-0.0600142319961,-0.00677706208716,-0.04285317718,0.00475121182518,0.00315460506961
